# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 9K of event 'cycles:u'
# Event count (approx.): 29967404716
#
# Overhead  Symbol                               Shared Object                     IPC   [IPC Coverage]
# ........  ...................................  ................................  ....................
#
     0.01%  [.] 0x00000000013117c0               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1e808               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745d9f50               [JIT] tid 45815                   -      -            
     0.01%  [.] glEnable                         libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a3fe44               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a9d260               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120e1f8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb7db4c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a69364               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120dfe8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb00ad0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e494160               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745da110               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e468a68               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a94600               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000009c2a0               libc.so.6                         -      -            
     0.01%  [.] 0x000000000120e1e8               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011ed2f4               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001f0452               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fc140fc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745164a8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a8ddc8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f7414a18               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011f5128               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000121b428               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a2e804               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000001326b24               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000011e8220               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120cd70               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb170a8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745f6cf8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fc3d37c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745229dc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e46e744               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eed1b58               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1c4b8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000122689a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb1b768               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a32584               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120c860               libmali.so.1.10.0                 -      -            
     0.01%  [.] pthread_cond_destroy             libc.so.6                         -      -            
     0.01%  [.] 0x000000000009c568               libc.so.6                         -      -            
     0.01%  [.] 0x0000000001227506               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000745da1c0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011ead90               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x0000000072a41a48               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000120c484               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x00000000001f1e32               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fcdac48               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb15d40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb21f8c               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000007eed2600               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f7397f40               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000f739f400               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1e5e0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000745225d0               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006e4b4214               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1bd28               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a8ee38               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000000132b140               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000000120b92a               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb175dc               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000072a35778               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x0000000074521eb4               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x000000006fb1b0d8               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000001efd56               libmali.so.1.10.0                 -      -            
     0.01%  [.] 0x000000006fb6ac44               [JIT] tid 45815                   -      -            
     0.01%  [.] 0x00000000011f4fc4               libmali.so.1.10.0                 -      -            
